ISSN,Title,Business Model,USD,EUR,GBP,JPY,ASJC Code(S)
0961-9534,Biomass and Bioenergy,Hybrid,4150.00,"3,790","3,320","502,190",No Match
0142-9612,Biomaterials,Hybrid,4500.00,"4,100","3,600","544,550",No Match
2772-9508,Biomaterials Advances,Hybrid,3640.00,"3,320","2,910","440,480",No Match
2666-5344,Biomaterials and Biosystems,Open access,2280.00,"2,080","1,830","275,900",No Match
2950-435X,Biomedical Analysis,Subsidised,**,**,**,**,No Match
2667-0992,Biomedical Engineering Advances,Open access,1970.00,"1,800","1,580","238,390",No Match
3050-5372,Biomedical Instrumentation,Subsidised,**,**,**,**,No Match
2319-4170,Biomedical Journal,Open access,2700.00,"2,460","2,160","326,730",No Match
1746-8094,Biomedical Signal Processing and Control,Hybrid,2510.00,"2,290","2,010","303,740",No Match
2949-723X,Biomedical Technology,Subsidised,**,**,**,**,No Match
0753-3322,Biomedicine & Pharmacotherapy,Open access,3610.00,"3,290","2,890","436,850",No Match
2667-3797,Biomimetic Intelligence and Robotics,Open access,1800.00,"1,640","1,440","217,820",No Match
0968-0896,Bioorganic & Medicinal Chemistry,Hybrid,3840.00,"3,500","3,070","464,680",No Match
0960-894X,Bioorganic & Medicinal Chemistry Letters,Hybrid,3770.00,"3,440","3,020","456,210",No Match
0045-2068,Bioorganic Chemistry,Hybrid,4100.00,"3,740","3,280","496,140",No Match
0301-4622,Biophysical Chemistry,Hybrid,3610.00,"3,290","2,890","436,850",No Match
0006-3495,Biophysical Journal,Hybrid,3000.00,"2,680","2,400","363,030",No Match
2667-0747,Biophysical Reports,Open access,2400.00,"2,150","1,920","290,420",No Match
2405-8866,Bioprinting,Hybrid,3700.00,"3,370","2,960","447,740",No Match
0960-8524,Bioresource Technology,Hybrid,4740.00,"4,320","3,790","573,590",No Match
2589-014X,Bioresource Technology Reports,Hybrid,3730.00,"3,400","2,990","451,370",No Match
0956-5663,Biosensors and Bioelectronics,Hybrid,5290.00,"4,820","4,240","640,140",No Match
2590-1370,Biosensors and Bioelectronics: X,Open access,2430.00,"2,220","1,950","294,050",No Match
0303-2647,Biosystems,Hybrid,2870.00,"2,620","2,300","347,300",No Match
1537-5110,Biosystems Engineering,Hybrid,3050.00,"2,780","2,440","369,080",No Match
0734-9750,Biotechnology Advances,Hybrid,5300.00,"4,830","4,240","641,350",No Match
2665-9069,Biotechnology Notes,Open access,700.00,640,560,"84,710",No Match
2215-017X,Biotechnology Reports,Open access,3390.00,"3,090","2,710","410,220",No Match
2058-5349,BJA Education,Hybrid,3440.00,"3,140","2,750","416,270",No Match
2772-6096,BJA Open,Open access,1870.00,"1,710","1,500","226,290",No Match
2096-7209,Blockchain: Research and Applications,Open access,1600.00,"1,460","1,280","193,620",No Match
0006-4971,Blood,Hybrid,5500.00,"5,020","4,400","665,560",No Match
2473-9529,Blood Advances,Open access,3800.00,"3,470","3,040","459,840",No Match
1079-9796,"Blood Cells, Molecules, and Diseases",Hybrid,3780.00,"3,450","3,030","457,420",No Match
2950-3280,Blood Neoplasia,Open access,3000.00,"2,740","2,400","363,030",No Match
0268-960X,Blood Reviews,Hybrid,5070.00,"4,620","4,060","613,520",No Match
2950-3272,"Blood Vessels, Thrombosis & Hemostasis",Open access,3000.00,"2,740","2,400","363,030",No Match
1740-1445,Body Image,Hybrid,4130.00,"3,770","3,310","499,770",No Match
0366-3175,Boletín de la Sociedad Española de Cerámica y Vidrio,Open access,1100.00,"1,000",880,"133,110",No Match
8756-3282,Bone,Hybrid,3670.00,"3,350","2,940","444,110",No Match
2352-1872,Bone Reports,Open access,2480.00,"2,260","1,990","300,100",No Match
2214-8450,Borsa Istanbul Review,Open access,1500.00,"1,370","1,200","181,520",No Match
1538-4721,Brachytherapy,Hybrid,3000.00,"2,740","2,400","363,030",No Match
0387-7604,Brain and Development,Hybrid,2810.00,"2,560","2,250","340,040",No Match
0278-2626,Brain and Cognition,Hybrid,2980.00,"2,720","2,390","360,610",No Match
2950-2217,Brain and Development Case Reports,Open access,800.00,730,640,"96,810",No Match
0093-934X,Brain and Language,Hybrid,3050.00,"2,780","2,440","369,080",No Match
2772-5294,Brain and Spine,Open access,1950.00,"1,780","1,560","235,970",No Match
2949-8341,Brain Behavior and Immunity Integrative,Open access,2500.00,"2,280","2,000","302,530",No Match
2666-4593,Brain Disorders,Open access,1760.00,"1,610","1,410","212,980",No Match
2589-238X,Brain Hemorrhages,Subsidised,**,**,**,**,No Match
2666-5220,Brain Multiphysics,Open access,2190.00,"2,000","1,750","265,010",No Match
2949-9216,Brain Organoid and Systems Neuroscience Journal,Open access,2190.00,"2,000","1,760","265,010",No Match
0006-8993,Brain Research,Hybrid,3110.00,"2,840","2,490","376,340",No Match
0361-9230,Brain Research Bulletin,Open access,3200.00,"2,920","2,560","387,230",No Match
1935-861X,Brain Stimulation,Open access,4320.00,"3,940","3,460","522,760",No Match
2666-3546,"Brain, Behavior, & Immunity - Health",Open access,2820.00,"2,570","2,260","341,250",No Match
0889-1591,"Brain, Behavior, and Immunity",Hybrid,5030.00,"4,590","4,030","608,680",No Match
0104-0014,Brazilian Journal of Anesthesiology (English Edition),Subsidised,**,**,**,**,No Match
1808-8694,Brazilian Journal of Otorhinolaryngology,Open access,2050.00,"1,870","1,640","248,070",No Match
1413-3555,Brazilian Journal of Physical Therapy,Hybrid,2200.00,"2,010","1,760","266,220",No Match
0007-0912,British Journal of Anaesthesia,Hybrid,3870.00,"3,530","3,100","468,310",No Match
0266-4356,British Journal of Oral and Maxillofacial Surgery,Hybrid,3300.00,"3,010","2,640","399,330",No Match
0360-1323,Building and Environment,Hybrid,3990.00,"3,640","3,190","482,830",No Match
0007-4497,Bulletin des Sciences Mathématiques,Hybrid,2380.00,"2,170","1,910","288,000",No Match
0007-4551,Bulletin du Cancer,Hybrid,1790.00,"1,630","1,430","216,610",No Match
0305-4179,Burns,Hybrid,3190.00,"2,910","2,550","386,020",No Match
2468-9122,Burns Open,Open access,1400.00,"1,280","1,120","169,410",No Match
0007-6813,Business Horizons,Hybrid,3410.00,"3,110","2,730","412,640",No Match
0007-9960,Cahiers de Nutrition et de Diététique,Hybrid,2090.00,"1,910","1,680","252,910",No Match
0364-5916,Calphad,Hybrid,3080.00,"2,810","2,470","372,710",No Match
0828-282X,Canadian Journal of Cardiology,Hybrid,3710.00,"3,380","2,970","448,950",No Match
1499-2671,Canadian Journal of Diabetes,Hybrid,3300.00,"3,010","2,640","399,330",No Match
0008-4182,Canadian Journal of Ophthalmology,Hybrid,3220.00,"2,940","2,580","389,650",No Match
1535-6108,Cancer Cell,Hybrid,9350.00,"8,360","7,490","1,131,440",No Match
1877-7821,Cancer Epidemiology,Hybrid,3550.00,"3,240","2,840","429,590",No Match
2210-7762,Cancer Genetics,Hybrid,3150.00,"2,870","2,520","381,180",No Match
0304-3835,Cancer Letters,Hybrid,4390.00,"4,000","3,510","531,230",No Match
1278-3218,Cancer/Radiothérapie,Hybrid,2190.00,"2,000","1,760","265,010",No Match
2468-2942,Cancer Treatment and Research Communications,Open access,2670.00,"2,440","2,140","323,100",No Match
0305-7372,Cancer Treatment Reviews,Hybrid,4720.00,"4,300","3,780","571,170",No Match
2666-8939,Carbohydrate Polymer Technologies and Applications,Open access,2440.00,"2,230","1,950","295,260",No Match
0144-8617,Carbohydrate Polymers,Hybrid,5010.00,"4,570","4,010","606,260",No Match
0008-6215,Carbohydrate Research,Hybrid,3550.00,"3,240","2,840","429,590",No Match
0008-6223,Carbon,Hybrid,4560.00,"4,160","3,650","551,810",No Match
2772-6568,Carbon Capture Science & Technology,Open access,2000.00,"1,820","1,600","242,020",No Match
2588-9133,Carbon Resources Conversion,Open access,980.00,890,780,"118,590",No Match
2667-0569,Carbon Trends,Open access,1860.00,"1,700","1,490","225,080",No Match
2666-6936,Cardiovascular Digital Health Journal,Open access,2600.00,"2,370","2,080","314,630",No Match
1054-8807,Cardiovascular Pathology,Hybrid,3940.00,"3,590","3,150","476,780",No Match
1553-8389,Cardiovascular Revascularization Medicine,Hybrid,3230.00,"2,950","2,590","390,860",No Match
2950-2756,Cardiovascular Revascularization Medicine: Interesting Cases,Open access,900.00,820,720,"108,910",No Match
2468-6441,CASE,Open access,950.00,870,760,"114,960",No Match
2214-9112,Case Reports in Women's Health,Open access,1050.00,960,840,"127,060",No Match
2666-0164,Case Studies in Chemical and Environmental Engineering,Open access,920.00,840,740,"111,330",No Match
2214-5095,Case Studies in Construction Materials,Open access,2270.00,"2,070","1,820","274,690",No Match
2214-157X,Case Studies in Thermal Engineering,Open access,1340.00,"1,220","1,070","162,150",No Match
2213-624X,Case Studies on Transport Policy,Hybrid,1950.00,"1,780","1,560","235,970",No Match
0920-5861,Catalysis Today,Hybrid,3790.00,"3,460","3,030","458,630",No Match
0341-8162,CATENA,Hybrid,3260.00,"2,970","2,610","394,490",No Match
0092-8674,Cell,Hybrid,10400.00,"9,300","8,330","1,258,500",No Match
0143-4160,Cell Calcium,Hybrid,3660.00,"3,340","2,930","442,900",No Match
2451-9456,Cell Chemical Biology ,Hybrid,9350.00,"8,360","7,490","1,131,440",No Match
2949-9461,Cell Ecosystem,Open access,2400.00,"2,190","1,920","290,420",No Match
2666-979X,Cell Genomics,Open access,8900.00,"7,960","7,130","1,076,990",No Match
1931-3128,Cell Host & Microbe,Hybrid,9350.00,"8,360","7,490","1,131,440",No Match
3050-5380,Cell Investigation,Subsidised,**,**,**,**,No Match
1550-4131,Cell Metabolism,Hybrid,9350.00,"8,360","7,490","1,131,440",No Match
2211-1247,Cell Reports,Open access,5620.00,"5,030","4,500","680,080",No Match
2666-3791,Cell Reports Medicine,Open access,5620.00,"5,030","4,500","680,080",No Match
2667-2375,Cell Reports Methods,Open access,5360.00,"4,790","4,290","648,610",No Match
2666-3864,Cell Reports Physical Science,Open access,5620.00,"5,030","4,500","680,080",No Match
2949-7906,Cell Reports Sustainability,Open access,5730.00,"5,120","4,590","693,390",No Match
1934-5909,Cell Stem Cell,Hybrid,9350.00,"8,360","7,490","1,131,440",No Match
1355-8145,Cell Stress and Chaperones,Open access,2850.00,"2,600","2,280","344,880",No Match
2405-4712,Cell Systems,Hybrid,9350.00,"8,360","7,490","1,131,440",No Match
2667-2901,Cells and Development,Hybrid,3270.00,"2,980","2,620","395,700",No Match
2352-345X,Cellular and Molecular Gastroenterology and Hepatology,Open access,3030.00,"2,760","2,430","366,660",No Match
0008-8749,Cellular Immunology,Hybrid,3450.00,"3,150","2,760","417,480",No Match
0898-6568,Cellular Signalling,Hybrid,3290.00,"3,000","2,630","398,120",No Match
2666-5492,Cement,Open access,1800.00,"1,640","1,440","217,820",No Match
0958-9465,Cement and Concrete Composites,Hybrid,4830.00,"4,410","3,870","584,480",No Match
0008-8846,Cement and Concrete Research,Hybrid,5000.00,"4,560","4,000","605,050",No Match
1303-0701,Central Bank Review,Open access,1200.00,"1,090",960,"145,210",No Match
0272-8842,Ceramics International,Hybrid,3640.00,"3,320","2,910","440,480",No Match
2666-2450,Cerebral Circulation - Cognition and Behavior,Open access,2260.00,"2,060","1,810","273,480",No Match
0960-0779,"Chaos, Solitons & Fractals",Hybrid,3780.00,"3,450","3,030","457,420",No Match
2590-0544,"Chaos, Solitons & Fractals: X",Open access,2070.00,"1,890","1,660","250,490",No Match
2451-9294,Chem,Hybrid,9350.00,"8,360","7,490","1,131,440",No Match
2667-1093,Chem Catalysis,Hybrid,9170.00,"8,200","7,340","1,109,660",No Match
2405-8300,Chemical Data Collections,Hybrid,1180.00,"1,080",940,"142,790",No Match
0255-2701,Chemical Engineering and Processing - Process Intensification,Hybrid,3800.00,"3,470","3,040","459,840",No Match
1385-8947,Chemical Engineering Journal,Hybrid,4490.00,"4,100","3,590","543,330",No Match
2666-8211,Chemical Engineering Journal Advances,Open access,2000.00,"1,820","1,600","242,020",No Match
0263-8762,Chemical Engineering Research and Design,Hybrid,3500.00,"3,190","2,800","423,540",No Match
0009-2509,Chemical Engineering Science,Hybrid,3930.00,"3,580","3,150","475,570",No Match
0009-2541,Chemical Geology,Hybrid,3420.00,"3,120","2,740","413,850",No Match
0301-0104,Chemical Physics,Hybrid,3540.00,"3,230","2,830","428,380",No Match
2667-0224,Chemical Physics Impact,Open access,1480.00,"1,350","1,180","179,090",No Match
0009-2614,Chemical Physics Letters,Hybrid,3170.00,"2,890","2,540","383,600",No Match
2667-3126,Chemical Thermodynamics and Thermal Analysis,Open access,1320.00,"1,200","1,060","159,730",No Match
0009-2797,Chemico-Biological Interactions,Hybrid,3410.00,"3,110","2,730","412,640",No Match
0009-3084,Chemistry and Physics of Lipids,Hybrid,3760.00,"3,430","3,010","455,000",No Match
2949-7469,Chemistry of Inorganic Materials,Open access,1250.00,"1,140","1,000","151,260",No Match
0169-7439,Chemometrics and Intelligent Laboratory Systems,Hybrid,3830.00,"3,490","3,070","463,470",No Match
0045-6535,Chemosphere,Hybrid,3760.00,"3,430","3,010","455,000",No Match
2772-5715,ChemPhysMater,Subsidised,**,**,**,**,No Match
0012-3692,Chest,Hybrid,4160.00,"3,790","3,330","503,400",No Match
2949-7884,CHEST Critical Care,Open access,2500.00,"2,280","2,000","302,530",No Match
2949-7892,CHEST Pulmonary,Open access,2500.00,"2,280","2,000","302,530",No Match
0145-2134,Child Abuse & Neglect,Hybrid,3930.00,"3,580","3,150","475,570",No Match
2950-1938,Child Protection and Practice,Open access,2200.00,"2,010","1,760","266,220",No Match
0190-7409,Children and Youth Services Review,Hybrid,3540.00,"3,230","2,830","428,380",No Match
2666-9331,China Economic Quarterly International,Open access,350.00,320,280,"84,710",No Match
1043-951X,China Economic Review,Hybrid,4250.00,"3,880","3,400","514,290",No Match
2096-5192,China Geology,Subsidised,**,**,**,**,No Match
1755-3091,China Journal of Accounting Research,Open access,1800.00,"1,640","1,440","217,820",No Match
2950-5593,Chinese General Practice Journal,Subsidised,**,**,**,**,No Match
1674-6384,Chinese Herbal Medicines,Open access,1200.00,"1,090",960,"145,210",No Match
1000-9361,Chinese Journal of Aeronautics,Open access,2000.00,"1,820","1,600","242,020",No Match
1872-2040,Chinese Journal of Analytical Chemistry,Open access,1400.00,"1,280","1,120","169,410",No Match
1004-9541,Chinese Journal of Chemical Engineering,Hybrid,1880.00,"1,710","1,510","227,500",No Match
0577-9073,Chinese Journal of Physics,Hybrid,2000.00,"1,820","1,600","242,020",No Match
2096-6911,Chinese Journal of Plastic and Reconstructive Surgery,Subsidised,**,**,**,**,No Match
2325-4262,"Chinese Journal of Population, Resources and Environment",Subsidised,**,**,**,**,No Match
0254-5861,Chinese Journal of Structural Chemistry,Hybrid,2100.00,"1,920","1,680","254,120",No Match
2709-4723,Chip,Open access,2000.00,"1,820","1,600","224,720",No Match
0007-8506,CIRP Annals,Hybrid,3190.00,"2,910","2,550","386,020",No Match
1755-5817,CIRP Journal of Manufacturing Science and Technology,Hybrid,2950.00,"2,690","2,360","356,980",No Match
1134-0096,Cirugía Cardiovascular,Open access,1320.00,"1,200","1,050","159,730",No Match
0009-739X,Cirugía Española,Hybrid,2750.00,"2,510","2,200","332,780",No Match
2173-5077,Cirugía Española (English Edition),Hybrid,2540.00,"2,320","2,030","332,780",No Match
0264-2751,Cities,Hybrid,3150.00,"2,870","2,520","381,180",No Match
2590-2520,City and Environment Interactions,Open access,2440.00,"2,230","1,950","295,260",No Match
1877-9166,"City, Culture and Society",Hybrid,3120.00,"2,850","2,500","377,550",No Match
2589-790X,CJC Open,Open access,2300.00,"2,100","1,840","278,320",No Match
2772-8129,CJC Pediatric and Congenital Heart Disease,Open access,2100.00,"1,920","1,680","254,120",No Match
2772-8013,Cleaner and Circular Bioeconomy,Open access,1240.00,"1,130",990,"150,050",No Match
2666-7843,Cleaner and Responsible Consumption,Open access,1590.00,"1,450","1,270","192,410",No Match
2772-7823,Cleaner Chemical Engineering,Open access,1240.00,"1,130",990,"150,050",No Match
2772-7831,Cleaner Energy Systems,Open access,1240.00,"1,130",990,"150,050",No Match
2666-7908,Cleaner Engineering and Technology,Open access,1710.00,"1,560","1,370","206,930",No Match
2666-7894,Cleaner Environmental Systems,Open access,1860.00,"1,700","1,490","225,080",No Match
2666-7916,Cleaner Production Letters,Open access,1240.00,"1,130",990,"150,050",No Match
2772-9125,Cleaner Waste Systems,Open access,1390.00,"1,270","1,110","168,200",No Match
2950-2632,Cleaner Water,Open access,1200.00,"1,090",960,"145,210",No Match
2666-9005,Climate Change Ecology,Open access,1590.00,"1,450","1,270","192,410",No Match
2212-0963,Climate Risk Management,Open access,3050.00,"2,780","2,440","369,080",No Match
2405-8807,Climate Services,Open access,2230.00,"2,030","1,790","269,850",No Match
2950-4090,Climate Smart Agriculture,Open access,1900.00,"1,730","1,520","229,920",No Match
0009-8981,Clinica Chimica Acta,Hybrid,3330.00,"3,040","2,670","402,960",No Match
2405-6308,Clinical and Translational Radiation Oncology,Open access,2230.00,"2,030","1,790","269,850",No Match
0009-9120,Clinical Biochemistry,Hybrid,3000.00,"2,740","2,400","363,030",No Match
0268-0033,Clinical Biomechanics,Hybrid,2890.00,"2,640","2,310","349,720",No Match
1526-8209,Clinical Breast Cancer,Hybrid,3290.00,"3,000","2,630","398,120",No Match
1533-0028,Clinical Colorectal Cancer,Hybrid,3580.00,"3,270","2,870","433,220",No Match
